"Frase", Sentimento
"Troquei meu iPhone no Android, pior decisão desse ano affff","tristeza"
"Troquei a bateria do meu iphone, coloquei uma original ficou bom dms clk","alegria"
"Faz 2 meses que troquei de celular para um iphone, quero voltar pro meu antigo Samsung J3","tristeza"
"Troquei a tela do meu iPhone ali com Fael Ficou 200% melhor do que antes de ter quebrado","alegria"
"simm, qd eu usava e troquei meu cel p iphone, procurei na net se tinha e dizia q não, mas já tem uns 2 anos eu acho, n sei se já botaram p IOS","alegria"
"Troquei a capinha do meu celular e não usava uma capinha rosa desde que eu tinha iPhone","alegria"
"Parece que troquei meu iPhone 6 em um iPad mano, que celular grandee","alegria"
"Medo de comprar um redmi e ser q nem o samsung, dps q troquei do meu iphone não consegui me acostumar com a mnh câmera do samsung","tristeza"
"Eu troquei qnd tinha o iphone 5, lá nos EUA, mas só pude trocar pq foi confirmado que o lote do meu celular veio com problema na bateria","alegria"
"Troquei meu iPhone","alegria"
"eu juro que ainda não acostumei com o tamanho do meu celular desde que troquei ele sdds iPhone 6s aquele tamanho dele era perfeito","tristeza"
"Troquei meu iphone agora to zerada de grana Se eu quiser passar carnaval em algum lugar vai ter que ser num retiro","tristeza"
"Pensando em pegar o iPhone 7plus mas vou ficar sem dinheiro nenhum dnv e faz nem 1 ano que troquei de celular","alegria"
"Sabe aquele ditado, melhor pagar caro em algo de qualidade do que no barato que logo depois deixar você na mão? iPhone tem suas qualidades e seus defeitos! Troquei recentemente o meu 7 pelo 8 plus por conta de trabalho, mais é algo que não me arrependo.","alegria"
"Troquei a tela do meu iPhone depôs de um ano, só pq tá sem película","alegria"
"senhor eu troquei um iphone 8 plus por um xiaomi certa eu","alegria"
"TROQUEI DE IPHONE GLORIA DEUS","alegria"
"iphone 8 plus melhor q o x mds pq troquei","tristeza"
"em três anos com o mesmo iphone, eu nunca troquei de carregador, bjs","alegria"
"Troquei a capinha do IPhone, parece até q comprei uma roupa nova, da até leveza kkk","alegria"
"Ano passado chegou umas do meu antigo iPhone 7 que troquei a mais de 3 anos kkkkkkkkkk","alegria"
"Troquei de iPhone","alegria"
"Troquei de celular e me arrependi ,quero meu iPhone de volta","alegria"
"eu troquei de celular e peguei um samsung , não fiquei um mês com ele e voltei pro iphone","alegria"
"- troquei o iphone pôr um cel bolado.. agr tenho q vende esse meu","alegria"
"Fiquei com fogo de trocar de celular logo, aí depois q troquei me arrependi pq o iPhone ficou barato na Black Friday, aí agora o iPhone tá caro a Taty quer me dá, mas vou esperar até meio do ano pra ver se o q eu quero abaixa um pouco","tristeza"
"Ainda bem que não troquei pro Iphone 11, essa quebra de display teria sido uma baita facada","alegria"
"troquei festa e iphone por viagem e to mto feliz por isso","alegria"
"Eu queria saber como vcs estragam tanto carregador de iPhone, to com o meu a 2 anos e troquei de carregador só 1x","alegria"
"Troquei meu iPhone por um xiaomi e melhor coisa que eu fiz","alegria"
"ahah concordo!! eu troquei agr de iPhone e n consigo ouvir música e carregar o telemóvel em simultâneo","tristeza"
"ok mas em 3 meses eu - quebrei td meu iphone 8 plus - troquei por mt caro a tela - uma semana dps joguei dentro da lagoa e a placa queimou - tive que comprar um substituto - quebrei o 7 substituto - troquei a tela do substituto - quebrei total de novo - comprei outro fé","alegria"
"A sim, vi algumas pessoas reclamando, mas só quem tinha iphone, bom eu atualizei o meu wpp, entrei, troquei do wifi p dado e dps voltei p wifi e deu certo, ta normal agr","alegria"
"aqui descansa Ana Vitória eu troquei de iphone KKKKĶKKKKKKKKKKKKKKKKKK???","alegria"
"o layout do wpp pra android é tão feio meu deus só troquei pra iphone por conta disso","alegria"
"Dura sim. Sou ex usuário de iPhone e, depois que troquei, percebi o quão melhor era. O iPhone te dá a impressão de não travar, mas não é bem assim.","alegria"
"Melhor escolha q eu fiz foi não querer festa de 15 e viagem kkkk ganhei só meu iPhone. Troquei a festa e a viagem pelos meus presentes de 18... um carro e meu silicone és ainda to pensando se faço rino tb","alegria"
"Por isso troquei de celular iPhone e top mas a bateria mata","alegria"
"Caralho mané. Troquei de celular essa semana, saiu um Moto One de 64gb e entrou um Iphone Se... O ios é um sistema admirável, não tinha noção do quão bom é!","alegria"
"amg, será que você pode me ajudar? eu sei que é aleatório, mas assim, eu troquei de celular e não sei mexer 100% no iPhone, então como faço pra importar vídeos, exatamente como você fez? Já pesquisei em tudo que é lugar e nunca dá certo. Se outra pessoa puder me ajudar, agradeço","alegria"
"Troquei meu iPhone XR por um iPhone 8 Plus mas to tentando pegar o x masss ain sla q confusão","alegria"
"A vrdd é que eu não ligo nem um pouquinho pra ter celular caro e atual, só troco o meu quando se torna insustentável viver com ele. Eu fiquei 5 anos com meu iphone 5c e só troquei porque ele morreu de velhice, senão estaria com ele até hoje kkkk","alegria"
"Troquei a bateria do iphone, outro patamar kkk","alegria"
"kkkkkkkkk troquei pelo outro iphone 8","alegria"
"Troquei a capinha do meu celular e não usava uma capinha rosa desde que eu tinha iPhone","alegria"
"Eu troquei qnd tinha o iphone 5, lá nos EUA, mas só pude trocar pq foi confirmado que o lote do meu celular veio com problema na bateria","alegria"
"Troquei a porra do meu iPhone tô com 1 arrependimento fdd","tristeza"
"Mas eu tive um s10+ no lançamento. Depois troquei por um XR. Na BF peguei esse iPhone com um desconto bem interessante.","alegria"
"A bateria do iPhone chegou e eu mesmo troquei... Me achei tão útil","alegria"
"Não tem nem 6 meses q troquei de iPhone e meu fone tá um lixooooo, só funciona um lado e todo arrebentado, vergonha na cara p comprar outro, cadê?","alegria"
"Troquei a bateria do meu iphone, coloquei uma original ficou bom dms clk","alegria"
"Por fim, vendi o g5 plus e comprei o iphone 7 de um amigo porque ele ia comprar um melhor e tamo ae! Recentemente ele se estourou todo na rua, mas troquei a tela e seguimos.","alegria"
"iphone eu troquei a bateria bem izi uma vez","alegria"
"|| Troquei de iPhone e deu meu antigo para a minha sobrinha, ela me agradeceu tanto mds","alegria"
"Troquei o xiaomi no iPhone, foda-se","alegria"
"Troquei um corredor de iPhone pelo um fome sem fio c o Thiago","alegria"
"serio kkkkk eu tbm troquei iphone por samsung mas eu prefiro o samsung mesmo","alegria"
"eu troquei por um iphone 7 e tá valendo à pena","alegria"
"eu troquei um j7 pelo iphone 7 normal, eu acho que valeu muito a pena","alegria"
"troquei a tela de um iPhone, me contratem bjs","alegria"
"Crl. Troquei meu cel essa semana O boy hoje me deu de presente outro iPhone melhor aindaaaa Que issoooo, to apaixonada","alegria"
"Parece que troquei meu iPhone 6 em um iPad mano, que celular grandee","alegria"
"há um tempo atrás eu tive um iPhone e agora queria entrar no icloud pra recuperar as fotos, mas troquei de número, então não consigo acessar a id apple. alguém sabe o que fazer?","alegria"
"Tenho um quarto meu, pq moro sozinha E tenho iphone pq troquei no celular que eu comprei com meu dinheiro","alegria"
"Eu tive um roxo aí usei um dia e parei de usar aí depois fui ter um da lg dps um k10 dps um Lenovo vibe k6 que troquei com meu pai e agora tenho o iPhone 6","alegria"
"Tinha iphone e troquei p Samsung Será que me vou arrepender?","alegria"
"Troquei meu iPhone em um note 8 quero ver eu me acostumar agora","alegria"
"todo dia um fã de xiaomi me julgando pq troquei o meu pelo iPhone","alegria"
"eu troquei meu iphone 7 por um xiaomi mi8 lite mas tô querendo voltar, a tela já rachou e eu não gostei da câmera","alegria"
"já tive sim, só uma vez, depois troquei pro iPhone","alegria"
"meus dias de glória chegaram troquei de iphone","alegria"
"Povo da minha família geral usava xiaomi eu troquei pra iPhone agr geral tá de iPhone kkkkkk","alegria"
"Medo de comprar um redmi e ser q nem o samsung, dps q troquei do meu iphone não consegui me acostumar com a mnh câmera do samsung","alegria"
"olha, eu tinha um iphone 6s e troquei por esse mi 9 lembrando que esse da foto é o lite e eu tô apaixonada por ele, eu acho a câmera mt boa","alegria"
"Troquei o iPhone por um samsung Única coisa q nao me arrependo é pela bateria q esse cell tem , mano carreguei ontem e to usando ate agr sem carregar dnv","alegria"
"Pqp troquei de iPhone pedi minhas fotos, esqueci de por pra salva no meu iCloud","alegria"
"Troquei de ceel tem 1 dia e agr qro um iphone kkk","alegria"
"Eu troquei de cel no fim do sexto, aí eu peguei um iPhone 5s, aí no fim do sétimo eu peguei o 7, aí no início de 2019 e comprei esse, mas comecei s usar em agosto eu acho","alegria"
"Troquei meu Android por iPhone de novo, já to arrependida","alegria"
"Troquei de celular e to achando estranho mexer em iPhone","alegria"
"Eu perdi meus contatos, pq troquei de iPhone kkkkkkkk quem tem meu número me chama por favor!!!","alegria"
"eu fiquei com o iphone4 6 anos da minha vida sem nunca ter travado e ainda vendi por um precinho bom dps troquei pro iphone 6s e fiquei com ele 4 anos","alegria"
"Troquei de celular com o meu irmão, foi uma mão ba, iPhone é mt burocrático","alegria"
"eu usava um iphone 5s e quando troquei parecia um tablet e hoje em dia nem parece","alegria"
"acho q n, troquei o conector semanda passada. iphone é uma merda quando começa a dar merda","alegria"
"Troquei a tela do meu iPhone ali com Fael Ficou 200% melhor do que antes de ter quebrado","alegria"
"QUE DIABO O DIA QUE TROQUEI MEU CELULAR BOM POR ESSA PORRA DE IPHONE QUE LIXO DE CELULAR","alegria"
"Troquei o iPhone pelo xiaomi e tô gostando","alegria"
"Troquei meu iPhone no Android, pior decisão desse ano affff","alegria"
"Se eu troquei a bateria de um iPhone acho que consigo trocar a placa mãe de uma smart tv né?","alegria"
"Eu tive iphone e troquei para o S8 nem tem comparação fds","alegria"
"essa aberração de iphone travou na tela da maçã de novo, ainda bem que troquei de celular","alegria"
"iComics tipo iPhone. Só que eu troquei pro Panels agora. Gratuito e topzera tem dark Mode","alegria"
"Troquei o iPhone por xiaomi e acertei na escolha. Bateria, volume, câmera, tudo mto bom","alegria"
"simm, qd eu usava e troquei meu cel p iphone, procurei na net se tinha e dizia q não, mas já tem uns 2 anos eu acho, n sei se já botaram p IOS","alegria"
"Troquei a tela do meu iphone aqui em são luís, paguei 300 pila e o trem não ficou bom... voltei no cara, ele mexeu e ainda não está 100%, oh inferno sô! Pior que vou embora quinta-feira, tomar no meu cu","alegria"
"Mas aí é que tá, vc não tem o último iPhone, a ostentação seria se tivesse, por isso que troquei a principio","alegria"
"troquei a capa do meu celular, que isso, parece até um iphone agora kkkkkkkk","alegria"
"Eu retweetei, mas aí lembrei que por 1 semana eu tive, aí troquei pro iphone 4s e desde então nunca mais larguei iphone Kkkkkkkkkkkkkkkkkk","alegria"
"To com esse problema desde Setembro, qdo troquei o Android pelo iPhone. Tá um cu isso.","alegria"
"Faz tempo que eu não compro tênis filha da puta, e eu troquei de iPhone porque o outro queimou, necessidades","alegria"
"Menos de dois meses que troquei de iPhone e tive a sorte de vir com defeito na câmera. Já entrei em contato com a Apple, agora só enviar para o reparo e aguardar.","alegria"
"'Ah mas iphone é melhor bibibibobobo' Tabom, eu já tive, troquei e nunca mais comprei. Não quero comprar, não adianta falar e inventar defeitos do samsung que ainda será a minha marca escolhida.","alegria"
"Troquei meu iPhone","alegria"
"eu troquei de celular recentemente mas n eh um iphone, e vamos de milagre pra ficar bonita ate nesse","alegria"
"Faz 2 meses que troquei de celular para um iphone, quero voltar pro meu antigo Samsung J3","alegria"
"troquei de iphone e ainda to com o carregador do antigo que tem 2 anos e 5 meses","alegria"
"Troquei meu iphone agora to zerada de grana Se eu quiser passar carnaval em algum lugar vai ter que ser num retiro","alegria"
"Eu estava falando para todo mundo PESSOALMENTE que queria trocar de celular, especificamente iPhone, e ai começou a aparecer várias páginas de venda no Facebook, até a Magazine apareceu com propagando, agora que eu troquei, parou","alegria"
"sei sim, eu mesma já troquei um iphone por um lenovo por conta disso. n me arrependo de nada","alegria"
"Troquei de celular e peguei um IPhone","alegria"
"troquei meu iPhone por conta da bateria merda por um moto g7 play e foi a melhor coisa que eu fiz alem de ser super baratinho paguei 600$ a bateria eh ótima e a câmera eh muito boa também","alegria"
"2015///2020 É, eu troquei de iPhone e as três listras smp presente!","alegria"
"E eu que troquei de celular e no iphone não da pra colocar cartão de memoria, então vou dar o meu pro meu pai kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ainda bem que eu to limpando ele antes pq se não... era uma vez Jackeline","alegria"
"Eu que troquei meu iPhone no xiaomi, por enquanto não me arrependo de nada","alegria"
"eu juro que ainda não acostumei com o tamanho do meu celular desde que troquei ele sdds iPhone 6s aquele tamanho dele era perfeito","alegria"
"o tanto de vezes que já troquei essa tela já dava pra ter comprado um iPhone novo se eu tivesse indo guardando","alegria"
"fodase troquei o meu xr pelo iphone 7plus fds","alegria"
"troquei de um iphone pra outro celular e to até agora assim sem palavras pra como é a experiência de não ter carregado ele nas últimas 12 horas e ainda ter bateria HORRORES já fazem 30 horas que eu não carrego o celular MEU DEUS","alegria"
"do tanto d vez q eu troquei a tela do meu moto g6 eu já tinha comprado um iphone","alegria"
"Mano já troquei a tela do meu iPhone 4 vezes , mas não consigo trocar de iPhone","alegria"
"Me intrometendo aq dscpm. Eu comprei o Mi A3 e n me arrependi, a câmera é realmente mt boa, seja ela com Gcam ou com o app nativo do celular. Tinha um iPhone SE q não tava aguentando dps de 2 anos, ent troquei e amei. A questão do storie é pq a Apple paga pra ter melhor qlidade","alegria"
"Fica sabendo q já tive iPhone n se fala as coisas a saber e troquei mm para android como muitos outros","alegria"
"troquei o iphone por um xbox tem uma semana, o cara reclamou q n se adaptou e queria o xbox de volta.. não devolvi e ele falando q queria um android, agr já passou o iphone e tá vendendo um SE no brechó.. vai entender","alegria"
"A todo momento um fiscal de celular se doendo pq eu troquei pra iphone","alegria"
"Já Troquei amoreeee.. iPhone 11 é tudo!","alegria"
"Já troquei a tela do meu iPhone duas vezes porque a Maya quebrou, menos de uma semana que tinha trocado novamente o Leonardo joga o celular no chão","alegria"
"eu tinha um samsung j5 pro que era mt bom, ai troquei pelo iphone xr, o xr me limita bastante em certas coisas e eu agradeço demais por isso, por exemplo, sou bem cuidadoso com tudo e antes eu tava cagando pro meu celular kkkkkk agr esse eu cuido bastante+","alegria"
"Eu também. Troquei meu iPhone por um Samsung em 2012, hoje seria difícil voltar pro iPhone. Mesmo sabendo operar iPhone numa boa, o Samsung é mais sofisticado, elevado, e gosto disso.","alegria"
"Troquei meu iPhone por um Samsung Galaxy S10 e olha, realmente me surpreendeu.","alegria"
"agr que troquei de iphone eu q lute p fazer os melhores edits p postar no fc","alegria"
"PS: troquei o iphone pelo xiaomi pois influenciada digitalmente por vc kkk","alegria"
"Desde quando troquei de celular todo mundo que pede pra ver como é pergunta pra mim: “pq esse iPhone tem 3 câmeras?”... Aí lá vou eu explicar","alegria"
"Eu troquei, ai descobri que a bateria do iphone tem garantia de 5 anos.. Você manda pra apple e eles te devolvem outro celular nas mesmas condições que o seu","alegria"
"ai more eu troquei o meu antigo pelo iphone 11 e foi tudo para mim, n me arrependendoh","alegria"
"Não gostava do meu iPhone por causa disso... não tinha como sintonizar radio sem ter que conectar internet... troquei pelo Android... ios nunca mais...","alegria"
"Não, é que troquei de celular né, e não tô mais com iPhone","alegria"
"tinha um monte de filtro no instagram, troquei de celular perdi tudo e no iphone é uma merda pra salvar os filtros","alegria"
"quando eu falo que troquei meu celular SEMPRE me perguntam pq eu não peguei um iPhone ???","alegria"
"É um iphone 7 com bateria 100%... com a bateria que eu troquei na garantia ainda, só o celular cobro 1500 com os acessórios 1700 ESTOU ABERTO À NEGOCIAÇÃO PELO PV OU NO NUMERO 51982178444","alegria"
"galaxy s9 pra cima ou note 9 pra cima, tava com um s9 e troquei por um s10+ essa semana, apenas a perfeiçao, antes deles eu só tive iphone e agora acho samsung>>>>","alegria"
"é que eu troquei meu iphone 6 pelo redmi 6 só falta pegar","alegria"
"Troquei de Samsung para iPhone. Adivinhem: vou voltar para Samsung","alegria"
"eu troquei de celular mo, iphone eh tudo ne","alegria"
"vou ser sincera o unico motivo pelo qual troquei android por iphone foi por causa do design da barrinha quem fica em cima da tela","alegria"
"Troquei de iPhone e não to conseguindo me adaptar a uma tela tão grande","alegria"
"gente oq eu faço troquei de celular pro iphone e perdi todos os contatos e conversar no zapeu tinha backup no android","alegria"
"Não consigo mais gostar de iPhoneee, tava batendo uma saudade do Android q deu a louca e troquei meu iPhone","alegria"
"Só fiquei de boa em gastar milhões com meu antigo iphone fudido quando troquei de cel","alegria"
"Troquei do iphone dez por 650","alegria"
"Troquei iphone por Samsung, Agora vou trocar Samsung por Iphone denovo kkkllkkk daqui a pouco eu estou com o xiaomi","alegria"
"Olha eu troquei um iPhone 11 pelo xiaomi então acho que mama mesmo","alegria"
"Troquei meu iphone 7 plus, agora sou xiaominions kkk mi 9t pro é um monstrooooooo em desempenho","alegria"
"Pobre é uma desgraça mesmo, tem nem um mês que troquei o vidro do meu iPhone e hoje derrubo ele e quebra o vidro denovo. INFEEEERNOOOO NESSA MERDA","alegria"
"Comprei a tela do meu iPhone e eu mesmo troquei, ficou o aço.. melhor do que eu tivesse pago alguém","alegria"
"Usuários de iphone e chromecast:::: troquei o nome da rede wifi e nunca mais consegui conectar o chromecast na net ????? What can I doooooooo","alegria"
"Quando troquei o iPhone por ele fiquei impressionado e todo mundo “ah, pq o telefone é novo”. Dois anos depois e nao consegui gastar mais do que 60% da carga num dia isso usando Google Maps à vontade, turistando... dia normal vou dormir e tá com 70%.","alegria"
"mo tenta trocar a bateria, é em média 80 reais uma falsa porém boa. sério, melhora muito o celular. o meu eh um 6s e eu troquei e ele tá mto bom. fica mais fácil de vc vender, o povo gosta de iPhone kkkk compra na hora","alegria"
"sou a pessoa mais indecisa que existe, tinha iphone, troquei pra android, não gostei, voltei pra iphone","alegria"
"troquei de iphone vadias MEU DIA DE GLORIA CHEGOU PORRA","alegria"
"Eu to chocadissima com a diferença na qualidade das minhas fotos quando troquei do iPhone 7 por 7Plus","alegria"
"Sim! Passei muita raiva. É iPhone? Quando eu tinha o 5c vivia dando problema no insta. Não sei se era pq o iOS dele não atualizava mais, mas depois que troquei, parou.","alegria"
"vou gravar um vídeo especial pra vc meu iphone explodiu e eu troquei por um xiaomi veja so no que deu","alegria"
"Troquei de iPhone","alegria"
"quase chorei ontem... Como tá a bateria de vcs? SÓ TEM DOIS MESES QUE TROQUEI DE IPHONE","alegria"
"Em vez de trazer os fones deste iphone troquei com os do 6s","alegria"
"Por isso que eu troquei meu iPhone, esse mal contato deu mó problemão kkkkkkkkkk","alegria"
"Cansada desse iPhone !!! Já troquei MILHÕES de vezes a porra da bateria e descarrega rápido do mesmo jeito","alegria"
"Aí você não consegue trocar a bateria? Meu iPhone 6 durou 5 anos e eu troquei a bateria dele uma vez, resolveu esse problema. Ano passado ele começou a travar, demorar demais pra abrir os apps etc e aí não teve jeito, tive que comprar outro","alegria"
"Tô doida pra pegar um iPhone de novo, não sei porque troquei o meu..","alegria"
"foi assim: Meu cell iphone queimou, então n dava mais pra utilizar o aparelho. Daí eu troquei de cell e baixei o wpp pra tentar usar por esse nvo cell. Eles não liberam pra eu entrar a não se quer pegue um código na caixa de entrada do meu e-mail antigo. +","alegria"
"Vô, troquei meu iphone por um samsung 10, to feliz pra caramba, muito melhor!","alegria"
"iPhone é uma perdição, já troquei dnv","alegria"
"a partir de agora eu digito do meu iphone 8 black 64gb bla bla bla bla So troquei de celular porque minha mãe queria o meu e me deu outro, mas eu entreguei o meu pra ela quase chorando af queria não","alegria"
"Luccel. Shopping xavantes. Box 479 no primeiro pisos troquei umas paradas com eles lá no meu iPhone e amei","alegria"
"eu sou muito inquieta pq não faz nem um ano q troquei de celular e já tô sentindo falta do meu iphone porém ninguém aguenta aquela bateria infernal","alegria"
"troquei a capinha do meu iphone hoje porque o cara que eu atendi tinha uma capinha altos massa no 8 dele e eu não quis ficar pra trás","alegria"
"Meu iphone era um 5S podre,nem me importei quando troquei Tava todo fudido msm","alegria"
"Troquei a bateria do meu iphone SOZINHA, sou muito meu orgulho mesmo","alegria"
"caralho eu troquei esses dias a porra da bateria e já viciou porra iphone","alegria"
"Comprei um carro! Ah, mas é usado. Vou me mudar! Ah, mas é aluguel. Passei na faculdade! Ah, mas não é federal. Troquei de celular! Ah, mas não é um iPhone Arranjei um emprego! Ah, mas é salário mínimo. SAIA DE PERTO DE PESSOAS QUE DIMINUEM SUAS CONQUISTAS!","alegria"
"achei meu kit de chaves que comprei quando comprei e troquei a bateria do meu iphone 4. Agora to com vontade de trocar desse","alegria"
"eu tinha um iPhone 6 mas parou de funcionar, então troquei, ai hoje meus primos de 11 anos vieram no meu quarto e acharam ele largado, e falaram 'a gente pode comprar de você?' e eu: '4 albuns do bts e ele é de vocês' E ELES FORAM MESMO FALAR COM AS MINHAS TIAS TADINHOSKAJDJDKFK","alegria"
"Troquei o iPhone X pelo 11 e tou sentindo muita falta da tela oled. Pra mim fez bastante diferença sim","alegria"
"desde q troquei de celular p iphone 11 oq tá me assustando muito é a velocidade que carrega cara, 20 minutos até menos e a bateria dura demaissss.","alegria"
"Mkkkkkkkkk perdi o iPhone por isso troquei kkkkk não tive escolha kkkkkkk","alegria"
"Já troquei de IPhone, só por trocar de carro agora","alegria"
"Marido chegou c meu iPhone, nem acredito q troquei de celular","alegria"
"Pela quarta vez, troquei a tela do iPhone, com esse dinheiro já dava pra ter comprado outro, ser desastrada é triste viu","alegria"
"Troquei de iPhone para Samsung, parece que eu troquei um estilo de vida.","alegria"
"Tenho o iPhone 8 comprei na black de 2017, valeu super a pena, a tela d traz é vidro, o meu já teve muitas quedas tb c capinha claro troquei a película da frente umas 4 vzs pq ter a mão furada é d família, mas ele em si sem capinha ta prft, novinho","alegria"
"Troquei nesse iPhone amo","alegria"
"eu ae qd troquei de iphone","alegria"
"Eu troquei meu telefone pra o iPhone 7 e eu descobri agora que ele não tem entrada de fone, que","alegria"
"Comprei duas películas pro meu iphone troquei a da frente e colei a outra na traseira , foda-se vou andar sem capinha kkkkkkkk","alegria"
"Certo dia meu namorado resolve trabalhar com aplicativo, e é impossível trabalhar com app com iPhone pq a bateria dele não dura. Troquei meu Motorola one pelo iPhone 6s dele.","alegria"
"Meu iPhone era o 6 preto, levei pra arrumar e tive que trocar a tela porém A TELA É DO BRANCO KKKKKKKKK Parece que troquei de celular","alegria"
"Sim, impressionante isso. Já troquei várias coisas assim também. Em compensação, minha mãe comprou um iPhone em Recife e com 3 quis trocar, nada feito","alegria"
"eu já tive os dois, ios e android e custo dizer que ambos são bons, depende do celular que você compra. cada um tem seus prós e contras, existe android que é melhor, como a xiaomi. troquei meu iPhone porque não gostei, depende do que você prefere","alegria"
"olha eu só tive uma vez iphone ai quebrou, troquei e ficou cagado, começou a tremer a tela sabe dar pane ai teve um dia que parou de vez","alegria"
"ano passado quase troquei meu iphone 7 no s9 mas não achei alguém que estivesse querendo troca, só achava venda, e não queria vender o meu e ficar uns dias sem kdkdkd","alegria"
"Gui chegou ontem aqui tirou um iPhone novin ds mochila pa falou assim “esqueci de te contar” eu fui toda tipo “qqqqqqq ganhei um telefone” Ele:troquei de celular amo Kkkkkkkkjkkkk eu ri por dentro pa por fora tava chorani","alegria"
"Troquei de iPhone , fico ate melhor","alegria"
"Meu iphone do NADA, deixou de funcionar a parte do chip, ja troquei, limpei, fiz tudo que se possa imaginar mas não lê mais nenhum chip","alegria"
"troquei de iphone","alegria"
"Eu tenho o mi 8 lite desde junho do ano passado, troquei iPhone 5s eu estaba Apple desde 2012 usei o 3 4s e 5s, e olha me surpreendeu bastante e desde então comprei relógio e fone sem fio da xiaomi não me arrependo da troca mas eu juntaria mais dinheiro hj e compraria o mi 8","alegria"
"Troquei meu iPhone 8 normal no 7 plus 128 será que fiz boa troca","alegria"
"Sério?! As fotos do celular do meu primo eu achei bem legal! Eu troquei de celular agora e fiquei em dúvidas entre ele e um iPhone, acabei no iPhone mesmo, to amando tudo, ainda bem então que não optei por ele.","alegria"
"Minha tia, minha prima, minhas 2 irmãs já trocaram o iPhone delas e só eu que não troquei ainda to triste","alegria"
"Já tive o A5 e agora troquei pro A50, antes tinha iPhone, e eles me satisfizeram completamente","alegria"
"Meu celular Iphone 8 só carrega desligado agora. Já limpei o espaço do carregador, troquei o cabo a fonte e atualizei. Palpites?","alegria"
"Queria dizer que eu troquei o iphone por esse belíssimo celular da Samsung","alegria"
"O meu é um iPhone mas eu troquei lá num quiosque do 3 piso do midway e foi o melhor preço q eu achei pesquisei mais de 15 lugares e tem garantia de 3 messes. Acho q eles atendem outros tipos tb","alegria"
"Gente, que película a gente coloca no iPhone pra não quebrar hein? Pq a minha vive quebrando no bolso pelo simples fato de estar no bolso e sem nenhuma queda. O pior que tenho “toque” com isso e vivo trocando. Já perdi a conta de quantas vezes troquei e nenhuma sustenta.","alegria"
"To muito felizzzz!!! Troquei a antena Wi-Fi do meu iPhone e também a tela do meu xiaomi. Vou voltar pro melhor de todossss xiaomi >>>>>>>> iPhone","alegria"
"Cara, na boa, to com um 6s ainda, comprado em abril de 2015, e não pretendo n tenho verba trocar este ano. Nunca troquei a bateria q está com 69% no quesito saúde. Minha câmera funciona de boaça. Pra ser honesta, nunca travou. Se optar por iPhone, pode ir sem medo.","alegria"
"simmmm, quando eu troquei fiquei triste pq n tinha pra iphone, principalmente p eu tenho preguiça de digitar","alegria"
"Somos duas, eu troquei o iPhone pelo mi a2 lite e agora peguei esse. Ótimo preço pelo ótimo desempenho deles Testemunha de xiaomi assumidissima","alegria"
"Troquei a bateria do iphone velho de guerra woooot","alegria"
"troquei para de fuma por um iPhone novo fé","alegria"
"amado, eu troquei pq roubaram meu iphone. aí comprei um celular fuleiro. não ri.","alegria"
"eu troquei um iphone por um xiaomi prefiro mil vezes o xiaomi","alegria"
